,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND60,IND61,IND62,IND63,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-372009,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371619,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,AA,BB,BB,-,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,-,AA,-,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371606,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,-,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,-,AA,AA,BB,AA,BB,BB,-
JHI-Hv50k-2016-371605,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371659,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371331,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,-,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,-
JHI-Hv50k-2016-371327,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371329,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371328,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-370551,BB,AA,BB,-,BB,BB,AA,BB,AA,AA,AA,AA,AA,-,AA,AA,AA,-,AA,BB,AA,-,AA,BB,BB,-,AA,AA,AA,AA,AA,-,BB,AA,BB,BB,AA,BB,AA,-,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,-,AA,AA,AA,AA,AA,AA,AA,AA,-,AA,AA,-,AA,AA,BB,AA,-,AA,-,-,AA
JHI-Hv50k-2016-368032,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-369263,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-369259,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-369247,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-369006,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-368959,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-368931,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-368836,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-370046,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-369729,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-369194,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,-,BB,BB,AA,AA,AA,AA,AA,-,-,AA,BB,-,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,-,BB,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,-,AA,AA,BB,AA,AA,-,AA,BB,AA,-,BB,AA
M_E_98,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,-,AA,AA,BB,AA,-,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,-,AA,BB,-,BB,AA,AA,BB,AA
M_E_145,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA
JHI-Hv50k-2016-23694,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,-,-,AA,AA,AA,-,AA,AA,AA,AA,-,AA,AA,-,AA,AA,BB,AA,AA,AA,-,AA,-,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA
JHI-Hv50k-2016-310194,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,BB,BB,BB,BB,BB,AA,BB,BB,-,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA
JHI-Hv50k-2016-309053,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,BB,BB,AA,AA,AA,BB,BB,BB,-,BB,-,BB,AA,BB,-,-,-,-,BB,BB,-,AA,BB,AA,AA,-,BB,-,-,BB,AA,BB,-,-,BB,-,BB,AA,-,AA
JHI-Hv50k-2016-309051,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,-,AA,BB,AA,-,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,AA
JHI-Hv50k-2016-309383,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,-,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,AA
JHI-Hv50k-2016-309064,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,-,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,-
JHI-Hv50k-2016-309038,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA
JHI-Hv50k-2016-309381,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,-
JHI-Hv50k-2016-309515,AA,AA,BB,BB,BB,AA,-,-,AA,BB,BB,BB,BB,BB,-,AA,-,AA,AA,BB,BB,AA,AA,-,-,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,-,BB,AA,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,-,AA,BB,AA,-,BB,AA,BB,-,AA,BB,-,BB,AA,AA,AA
JHI-Hv50k-2016-309385,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB
JHI-Hv50k-2016-309221,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,-,AA,AA,AA,-,BB,AA,BB,-,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,-,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,BB
JHI-Hv50k-2016-308543,AA,AA,AA,AA,BB,AA,BB,-,AA,BB,BB,BB,BB,-,-,AA,BB,AA,-,BB,-,BB,AA,-,-,-,AA,AA,AA,AA,-,AA,-,BB,AA,AA,AA,AA,-,-,AA,BB,AA,BB,AA,BB,AA,-,-,-,-,-,AA,AA,BB,-,-,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,-,AA,AA,AA,AA
JHI-Hv50k-2016-308206,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,-,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,-,-,-,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,-
JHI-Hv50k-2016-308358,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,AA,BB,BB,AA,-,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,-,-,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,-
M_E_62,AA,AA,AA,AA,-,-,-,BB,AA,-,AA,BB,BB,-,AA,AA,BB,-,-,AA,-,-,AA,-,BB,BB,-,AA,-,AA,BB,AA,-,BB,AA,AA,AA,-,AA,-,-,-,AA,BB,AA,-,AA,-,BB,BB,BB,BB,AA,AA,-,BB,BB,AA,-,AA,-,BB,-,-,BB,-,-,-,AA,BB,BB,AA
M_E_61,AA,AA,BB,-,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,-,BB,BB,AA,AA,AA,-,AA,-,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,-,-,-,BB,BB,AA
JHI-Hv50k-2016-305840,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,-,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,-,AA,BB,AA
JHI-Hv50k-2016-305951,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-306822,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307003,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307026,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307187,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307188,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307189,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,-,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307191,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307195,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-307196,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-304107,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-304137,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA
JHI-Hv50k-2016-301337,BB,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,-,AA,BB,AA
JHI-Hv50k-2016-302314,BB,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,-,AA,BB,AA
JHI-Hv50k-2016-300817,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB
JHI-Hv50k-2016-300210,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-300677,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,-,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-300777,BB,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-300984,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-300995,BB,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA
