,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND54,IND59,IND60,IND61,IND62,IND63,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-340433,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-338704,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338621,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,-,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338495,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,-,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338080,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,-,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337992,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,-,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338081,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,AA,-,BB,AA,AA,BB,-,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,-
JHI-Hv50k-2016-337616,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,-,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337849,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337832,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB
M_E_82,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,-,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,-,AA,BB,AA,BB,BB
M_E_84,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,-,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,BB,AA,BB,BB
M_E_83,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,-,AA,BB,AA,BB,BB
M_E_76,-,-,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,-,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,-,-,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,-,BB,AA,AA,BB,BB,BB,-,AA,BB,-,AA,AA,AA,BB,AA,BB,-,AA,AA,-,AA,BB
M_E_75,AA,BB,BB,AA,-,-,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,-,AA,BB,AA,-,AA,AA,BB,AA,BB,-,AA,AA,AA,AA,BB
M_E_74,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,-,AA,AA,AA,AA,BB
JHI-Hv50k-2016-332956,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,-,AA,AA,BB,BB,BB,-,BB,AA,BB,AA,BB,BB,AA,AA,-,-,-,-,AA,AA,AA,AA,AA,-,BB,-,-,-,AA,AA,-,BB,AA,AA,-,AA,AA,AA,-,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,AA,AA,AA,-,AA,BB
JHI-Hv50k-2016-332891,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-333626,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,-,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-332986,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-331300,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA
M_E_97,BB,BB,BB,BB,-,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,-,BB,BB,BB,AA,BB
M_E_95,BB,-,-,-,-,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,-,AA,-,BB,BB,AA,AA,BB,AA,-,AA,AA,AA,-,BB,AA,BB,AA,-,BB,BB,-,BB,AA,-,BB,AA,AA,BB,BB,AA,-,-,BB,-,BB,-,BB,AA,BB
M_E_94,BB,BB,BB,BB,-,AA,-,AA,AA,AA,AA,-,-,BB,BB,AA,AA,AA,BB,AA,BB,AA,-,BB,AA,BB,AA,BB,BB,AA,AA,AA,-,AA,-,-,AA,BB,-,BB,AA,AA,-,AA,BB,AA,AA,AA,-,BB,AA,-,AA,BB,BB,-,BB,BB,AA,AA,-,BB,AA,BB,BB,AA,BB,-,BB,-,BB,BB,-,AA,BB
JHI-Hv50k-2016-362796,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,-,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB
JHI-Hv50k-2016-362630,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,-,-,BB,AA,AA,-,AA,BB,AA,AA,AA,BB,-,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,-,BB,AA,BB,BB,AA,BB,BB,BB,-,BB,BB,-,AA,BB
JHI-Hv50k-2016-362645,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB
JHI-Hv50k-2016-362392,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB
JHI-Hv50k-2016-367779,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,-,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,-
JHI-Hv50k-2016-365997,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,-,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB
JHI-Hv50k-2016-223558,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,-,AA,AA,AA,AA,AA,AA,-,BB,BB,AA,AA,AA,-,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,-
JHI-Hv50k-2016-225326,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,-,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,-,-,-,AA,AA,-,AA,-,AA,-,-,AA,AA,-,AA,-,AA,AA,AA,AA,AA,AA,-,AA,AA,-,-,AA,BB,AA,AA,AA,-,-,-,-,-
JHI-Hv50k-2016-225192,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,-,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-231560,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,-,BB,BB,AA,AA,BB,AA,AA,BB,-,AA,AA,-,BB,-,AA,AA,-,AA,BB,-,-,AA,AA,-,BB,AA,BB,-,AA,BB,AA,-,-,BB,AA,BB,AA,AA,AA,BB,-,BB,AA,AA,BB,-,AA,BB,BB,AA,-,AA,BB,-,BB,AA,AA,BB,AA,AA,-,AA,AA,BB
JHI-Hv50k-2016-231558,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,-,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-231550,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,-,AA,AA,BB,AA,AA,-,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-231843,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-231992,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,-,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-231991,BB,AA,BB,BB,BB,BB,AA,AA,-,BB,AA,BB,BB,-,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,-,AA,BB,AA,AA,-,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,AA,AA,AA,BB
JHI-Hv50k-2016-231960,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,-,AA,BB,AA,AA,-,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB
JHI-Hv50k-2016-232227,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,-,-,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB
M_E_57,BB,-,BB,-,BB,BB,AA,-,AA,BB,AA,BB,AA,AA,AA,-,AA,AA,BB,-,-,-,AA,BB,AA,AA,AA,AA,AA,BB,AA,-,-,AA,-,BB,AA,BB,-,AA,BB,AA,-,-,BB,AA,BB,-,AA,BB,BB,-,BB,AA,AA,BB,AA,AA,BB,BB,-,BB,AA,-,BB,BB,AA,AA,AA,-,AA,AA,AA,AA,BB
JHI-Hv50k-2016-226115,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,AA,BB
JHI-Hv50k-2016-225731,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,-,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,AA,-
JHI-Hv50k-2016-228570,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,-,AA,AA,AA,BB,AA,-,BB,AA,-,AA,AA,AA,BB,-,AA,-,AA,AA,AA,AA,AA,-,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,AA,-
JHI-Hv50k-2016-263069,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,-,BB,AA,AA,BB,AA,-,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA
JHI-Hv50k-2016-263068,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,-,BB,AA,AA,BB,AA,-,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA
JHI-Hv50k-2016-263067,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA
JHI-Hv50k-2016-265464,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,-,AA,BB,AA,AA,AA,AA,-,BB,AA,AA,BB,BB,-,AA,BB,AA,BB,AA,BB,AA,-,BB,AA,AA,BB,AA,BB,AA,-,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,-
JHI-Hv50k-2016-278646,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,-,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB
JHI-Hv50k-2016-278969,-,AA,-,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,-,AA,-,BB,AA,-,AA,AA,AA,-,BB,-,AA,AA,-,AA,-,-,BB,BB,BB,AA,AA,-,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,-,AA,AA,AA,-,-,-,-,AA,AA,BB,AA,AA,AA,BB,-,-,AA,BB,-,-
JHI-Hv50k-2016-279216,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,-,BB,BB,AA,AA,AA,BB,-,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB
JHI-Hv50k-2016-279165,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,-,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB
JHI-Hv50k-2016-279552,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,-,-,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,-,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,-,BB,BB,BB,AA,BB,BB,BB
