,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND14,IND15,IND16,IND17,IND18,IND19,IND20,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND30,IND31,IND32,IND33,IND34,IND35,IND36,IND37,IND38,IND39,IND40,IND41,IND42,IND43,IND44,IND45,IND46,IND47,IND48,IND49,IND50,IND51,IND52,IND53,IND54,IND55,IND56,IND57,IND58,IND59,IND60,IND61,IND62,IND63,IND64,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND78,IND79,IND80,IND81,IND82,IND83,IND84,IND85,IND86,IND87
JHI_Hv50k_2016_479151,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_479209,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_479239,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,-,A,B,B,A,B,B,A,-,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479383,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479447,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,A,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479451,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,B,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479518,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479753,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_479756,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,-,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_479763,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479764,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479943,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_480015,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,A,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,A,A
JHI_Hv50k_2016_480045,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480103,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_480145,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_480176,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480546,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480557,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,B
JHI_Hv50k_2016_480684,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480771,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480814,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,A,A,A,A,B,B,A,A,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480841,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_480848,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,B,A,A,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_480850,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480868,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_480876,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_480947,B,B,-,A,-,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,-,A,A,-,A,B,-,B,A,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,-,B,A,-,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,A,-
JHI_Hv50k_2016_480963,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_481258,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_481438,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_481538,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_481738,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,-,-,A,-,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_481749,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_481919,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_481987,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_482051,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_482275,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_482497,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_482651,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_482662,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_482706,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,B,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_482729,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_482868,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_482917,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_483004,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_483031,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_483131,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_483191,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_483272,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,-,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_483370,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,B
JHI_Hv50k_2016_483433,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,B,A,A,A,A,A,B,B,A,A,A,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,A,A
JHI_Hv50k_2016_483434,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_483566,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_486462,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,B,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,B,B,A,A,A,A,A,-,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_486996,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,B,A,-,A,A,B,B,B,A,B,A,B,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,B
JHI_Hv50k_2016_487043,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,B,A,-,A,A,B,B,B,-,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,-,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,B
JHI_Hv50k_2016_487045,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,-,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,-
JHI_Hv50k_2016_487046,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_487074,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,B,-,A,-,A,B,B,A,B,-,A,B,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_487232,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,B,A,B,B,A,B,B,A,B,A,B,B,A,B,B,B,B,A,B,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,B
JHI_Hv50k_2016_487408,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_487430,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,B,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_487584,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_487990,A,B,-,B,A,A,B,B,B,B,A,-,A,B,B,B,A,A,A,A,A,B,B,A,-,B,B,A,A,B,A,A,-,B,B,-,A,-,A,A,B,B,B,A,B,-,B,B,B,B,-,B,-,B,B,B,-,B,A,B,-,A,B,A,B,A,A,A,-,A,A,-,A,A,A,-,B,B,A,B,-,A,A,A,A,B,-
JHI_Hv50k_2016_488517,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_488571,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_488583,B,B,-,A,B,A,-,A,-,-,B,-,B,-,A,-,A,-,A,A,A,-,-,-,-,-,-,A,A,B,A,B,-,-,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,-,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,-,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_488697,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_488746,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,A,A,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,-,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,-
JHI_Hv50k_2016_488809,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
